Date,Close
10/21/2015 16:00,55
10/22/2015 16:00,56.75
10/23/2015 16:00,56.38
10/26/2015 16:00,55.02
10/27/2015 16:00,53.85
10/28/2015 16:00,51.87
10/29/2015 16:00,51.02
10/30/2015 16:00,50.43
11/2/2015 16:00,53.08
11/3/2015 16:00,52.38
11/4/2015 16:00,53.44
11/5/2015 16:00,51.74
11/6/2015 16:00,52.43
11/9/2015 16:00,53.2
11/10/2015 16:00,54
11/11/2015 16:00,54.34
11/12/2015 16:00,54.12
11/13/2015 16:00,51.4
11/16/2015 16:00,49.51
11/17/2015 16:00,48.98
11/18/2015 16:00,47.28
11/19/2015 16:00,47.6
11/20/2015 16:00,48.08
11/23/2015 16:00,46
11/24/2015 16:00,46.28
11/25/2015 16:00,45.66
11/27/2015 16:00,46.06
11/30/2015 16:00,46.35
12/1/2015 16:00,47.64
12/2/2015 16:00,47.21
12/3/2015 16:00,47.06
12/4/2015 16:00,48.55
12/7/2015 16:00,47.99
12/8/2015 16:00,47.62
12/9/2015 16:00,47.75
12/10/2015 16:00,48.98
12/11/2015 16:00,48.79
12/14/2015 16:00,46.93
12/15/2015 16:00,47.55
12/16/2015 16:00,48.5
12/17/2015 16:00,47.48
12/18/2015 16:00,46.36
12/21/2015 16:00,47.41
12/22/2015 16:00,46.62
12/23/2015 16:00,47.05
12/24/2015 16:00,46.75
12/28/2015 16:00,46.43
12/29/2015 16:00,47.93
12/30/2015 16:00,48.41
12/31/2015 16:00,48
1/4/2016 16:00,47.39
1/5/2016 16:00,48.49
1/6/2016 16:00,47.07
1/7/2016 16:00,46.65
1/8/2016 16:00,43.11
1/11/2016 16:00,43.38
1/12/2016 16:00,43.66
1/13/2016 16:00,42.67
1/14/2016 16:00,41.99
1/15/2016 16:00,40.02
1/19/2016 16:00,41.67
1/20/2016 16:00,39.9
1/21/2016 16:00,40.54
1/22/2016 16:00,41.85
1/25/2016 16:00,40.24
1/26/2016 16:00,41.45
1/27/2016 16:00,40.61
1/28/2016 16:00,39.96
1/29/2016 16:00,39.77
2/1/2016 16:00,39.93
2/2/2016 16:00,34.98
2/3/2016 16:00,37.09
2/4/2016 16:00,38.88
2/5/2016 16:00,37.7
2/8/2016 16:00,35.95
2/9/2016 16:00,33.96
2/10/2016 16:00,33.27
2/11/2016 16:00,32
2/12/2016 16:00,34.15
2/16/2016 16:00,35.65
2/17/2016 16:00,39.1
2/18/2016 16:00,38.76
2/19/2016 16:00,38.51
2/22/2016 16:00,39.94
2/23/2016 16:00,38.94
2/24/2016 16:00,38.57
2/25/2016 16:00,38.7
2/26/2016 16:00,38.46
2/29/2016 16:00,37.98
3/1/2016 16:00,39.49
3/2/2016 16:00,39.54
3/3/2016 16:00,39.4
3/4/2016 16:00,39.74
3/7/2016 16:00,40.6
3/8/2016 16:00,41.22
3/9/2016 16:00,42.03
3/10/2016 16:00,41.57
3/11/2016 16:00,42.77
3/14/2016 16:00,42.04
3/15/2016 16:00,41.41
3/16/2016 16:00,42.26
3/17/2016 16:00,42.71
3/18/2016 16:00,42.4
3/21/2016 16:00,42.04
3/22/2016 16:00,41.66
3/23/2016 16:00,40.68
3/24/2016 16:00,41.15
3/28/2016 16:00,41.1
3/29/2016 16:00,41.52
3/30/2016 16:00,42.31
3/31/2016 16:00,41.7
4/1/2016 16:00,41.05
4/4/2016 16:00,41.15
4/5/2016 16:00,40.25
4/6/2016 16:00,41.39
4/7/2016 16:00,40.65
4/8/2016 16:00,41.13
4/11/2016 16:00,41.38
4/12/2016 16:00,41.34
4/13/2016 16:00,41.95
4/14/2016 16:00,42.48
4/15/2016 16:00,43.97
4/18/2016 16:00,43.92
4/19/2016 16:00,44.77
4/20/2016 16:00,44.5
4/21/2016 16:00,43.62
4/22/2016 16:00,42.98
4/25/2016 16:00,42.96
4/26/2016 16:00,44.06
4/27/2016 16:00,43.96
4/28/2016 16:00,45
4/29/2016 16:00,45.85
5/2/2016 16:00,44.53
5/3/2016 16:00,43.95
5/4/2016 16:00,43.93
5/5/2016 16:00,42.93
5/6/2016 16:00,43.23
5/9/2016 16:00,42.92
5/10/2016 16:00,43.43
5/11/2016 16:00,43.16
5/12/2016 16:00,43.13
5/13/2016 16:00,43.65
5/16/2016 16:00,43.62
5/17/2016 16:00,42.08
5/18/2016 16:00,41.84
5/19/2016 16:00,40.52
5/20/2016 16:00,41.03
5/23/2016 16:00,40.1
5/24/2016 16:00,41.33
5/25/2016 16:00,42
5/26/2016 16:00,41.9
5/27/2016 16:00,41.98
5/31/2016 16:00,42.43
6/1/2016 16:00,42.54
6/2/2016 16:00,43.53
6/3/2016 16:00,43.18
6/6/2016 16:00,42.98
6/7/2016 16:00,44.3
6/8/2016 16:00,43.7
6/9/2016 16:00,43.5
6/10/2016 16:00,42.16
6/13/2016 16:00,41.38
6/14/2016 16:00,41.15
6/15/2016 16:00,41.65
6/16/2016 16:00,41.4
6/17/2016 16:00,42.14
6/20/2016 16:00,43.01
6/21/2016 16:00,42.6
6/22/2016 16:00,42.17
6/23/2016 16:00,43.78
6/24/2016 16:00,40.59
6/27/2016 16:00,38.88
6/28/2016 16:00,40.1
6/29/2016 16:00,40.09
6/30/2016 16:00,40.93
7/1/2016 16:00,41.48
7/5/2016 16:00,39.99
7/6/2016 16:00,40.09
7/7/2016 16:00,39.54
7/8/2016 16:00,41.25
7/11/2016 16:00,42.03
7/12/2016 16:00,42.57
7/13/2016 16:00,42.08
7/14/2016 16:00,42.81
7/15/2016 16:00,42.37
7/18/2016 16:00,42.21
7/19/2016 16:00,42.14
7/20/2016 16:00,42.14
7/21/2016 16:00,42.68
7/22/2016 16:00,42.92
7/25/2016 16:00,43.47
7/26/2016 16:00,43.6
7/27/2016 16:00,44.77
7/28/2016 16:00,44.19
7/29/2016 16:00,45.17
8/1/2016 16:00,45.78
8/2/2016 16:00,46.51
8/3/2016 16:00,46.89
8/4/2016 16:00,46.66
8/5/2016 16:00,46.88
8/8/2016 16:00,47.45
8/9/2016 16:00,47.46
8/10/2016 16:00,47.95
8/11/2016 16:00,48.05
8/12/2016 16:00,48.41
8/15/2016 16:00,48.68
8/16/2016 16:00,47.93
8/17/2016 16:00,48.38
8/18/2016 16:00,48.66
8/19/2016 16:00,48.4
8/22/2016 16:00,48.41
8/23/2016 16:00,49.11
8/24/2016 16:00,48.53
8/25/2016 16:00,48.4
8/26/2016 16:00,48.74
8/29/2016 16:00,48.67
8/30/2016 16:00,48.55
8/31/2016 16:00,48.14
9/1/2016 16:00,48.32
9/2/2016 16:00,48.5
9/6/2016 16:00,48.67
9/7/2016 16:00,49.76
9/8/2016 16:00,49.47
9/9/2016 16:00,48.2
9/12/2016 16:00,48.64
9/13/2016 16:00,47.58
9/14/2016 16:00,47.47
9/15/2016 16:00,47.85
9/16/2016 16:00,46.65
9/19/2016 16:00,47.73
9/20/2016 16:00,47.57
9/21/2016 16:00,49.1
9/22/2016 16:00,50.53
9/23/2016 16:00,50.22
9/26/2016 16:00,50.34
9/27/2016 16:00,50.12
9/28/2016 16:00,51.49
9/29/2016 16:00,50.77
9/30/2016 16:00,51.87
10/3/2016 16:00,52.06
10/4/2016 16:00,52.67
10/5/2016 16:00,53.64
10/6/2016 16:00,53.15
10/7/2016 16:00,53.49
10/10/2016 16:00,53.84
10/11/2016 16:00,53.32
10/12/2016 16:00,53.51
10/13/2016 16:00,52.51
10/14/2016 16:00,52.72
10/17/2016 16:00,52.21
10/18/2016 16:00,52.4
10/19/2016 16:00,52.55
10/20/2016 16:00,52.78
10/21/2016 16:00,52.6
10/24/2016 16:00,53.25
10/25/2016 16:00,53.01
10/26/2016 16:00,53.11
10/27/2016 16:00,53
10/28/2016 16:00,52.87
10/31/2016 16:00,52.77
11/1/2016 16:00,51.31
11/2/2016 16:00,51.31
11/3/2016 16:00,50.5
11/4/2016 16:00,51.07
11/7/2016 16:00,54.89
11/8/2016 16:00,54.42
11/9/2016 16:00,54.21
11/10/2016 16:00,53.53
11/11/2016 16:00,54.47
11/14/2016 16:00,53.26
11/15/2016 16:00,54.09
11/16/2016 16:00,53.47
11/17/2016 16:00,53.29
11/18/2016 16:00,52.76
11/21/2016 16:00,53.43
11/22/2016 16:00,54.31
11/23/2016 16:00,53.7
11/25/2016 16:00,54.78
11/28/2016 16:00,53.77
11/29/2016 16:00,54.74
11/30/2016 16:00,54.12
12/1/2016 16:00,54.47
12/2/2016 16:00,54.09
12/5/2016 16:00,55.59
12/6/2016 16:00,56.04
12/7/2016 16:00,56.95
12/8/2016 16:00,56.77
12/9/2016 16:00,56.88
12/12/2016 16:00,56.86
12/13/2016 16:00,57.79
12/14/2016 16:00,57.87
12/15/2016 16:00,58.14
12/16/2016 16:00,58.35
12/19/2016 16:00,58.67
12/20/2016 16:00,58.6
12/21/2016 16:00,58.03
12/22/2016 16:00,57.74
12/23/2016 16:00,58.33
12/27/2016 16:00,58.29
12/28/2016 16:00,57.75
12/29/2016 16:00,57.79
12/30/2016 16:00,58.14
1/3/2017 16:00,58.94
1/4/2017 16:00,59.41
1/5/2017 16:00,59.36
1/6/2017 16:00,58.94
1/9/2017 16:00,58.28
1/10/2017 16:00,58.98
1/11/2017 16:00,59.41
1/12/2017 16:00,59.28
1/13/2017 16:00,59.83
1/17/2017 16:00,59.82
1/18/2017 16:00,59.9
1/19/2017 16:00,60.46
1/20/2017 16:00,60.35
1/23/2017 16:00,61.08
1/24/2017 16:00,62.68
1/25/2017 16:00,62.56
1/26/2017 16:00,61.86
1/27/2017 16:00,62.01
1/30/2017 16:00,60.94
1/31/2017 16:00,62.13
2/1/2017 16:00,62.14
2/2/2017 16:00,64.61
2/3/2017 16:00,65.7
2/6/2017 16:00,64.58
2/7/2017 16:00,64.5
2/8/2017 16:00,65.2
2/9/2017 16:00,64.77
2/10/2017 16:00,65.22
2/13/2017 16:00,66.17
2/14/2017 16:00,66.19
2/15/2017 16:00,66.01
2/16/2017 16:00,66.04
2/17/2017 16:00,65.59
2/21/2017 16:00,65.58
2/22/2017 16:00,65.88
2/23/2017 16:00,65.67
2/24/2017 16:00,65.09
2/27/2017 16:00,65.82
2/28/2017 16:00,65.06
3/1/2017 16:00,65.87
3/2/2017 16:00,65.97
3/3/2017 16:00,66.27
3/6/2017 16:00,65.21
3/7/2017 16:00,65.59
3/8/2017 16:00,65.48
3/9/2017 16:00,65.17
3/10/2017 16:00,65.73
